sample_index,Target
0_K,0.891157510589094
1_K,0.9885214756979174
2_K,1.0557902088901365
3_K,1.01522720791791
4_K,0.9051350568644088
5_K,0.901841298528222
6_K,0.9904853272529587
7_K,0.9493000051865185
8_K,1.1451181875977288
9_K,1.1004520796856485
10_K,0.9483344809339868
11_K,0.9318743003295413
12_K,0.9659794175173385
13_K,1.5308682375138765
14_K,0.9635279451448365
15_K,0.9087141473482125
16_K,0.927241505988176
17_K,1.0230947211160326
18_K,0.9352318285746439
19_K,0.9623409652126773
20_K,0.892355200481876
21_K,1.1771385440833961
22_K,1.071569706484551
23_K,0.8853602462183875
24_K,0.8739173952490941
25_K,0.8486663872098735
26_K,0.826637206465163
27_K,0.8636252703252867
28_K,0.8659686613389777
29_K,1.0605501117993104
30_K,0.9435911492486764
31_K,1.1354720866648225
32_K,1.069610878421248
33_K,0.9921296569156401
34_K,0.8906939715945448
35_K,0.9593661693972619
36_K,0.9134039313122423
37_K,1.027692712568955
38_K,0.8994258720560001
39_K,0.8346833383840543
40_K,0.9044362706593227
41_K,1.0224797613644423
42_K,0.9691914101142313
43_K,0.980175377538733
44_K,0.9721467432912282
45_K,0.9547431633323401
46_K,0.8082452564022643
47_K,1.1834021924307314
48_K,0.8980582513085605
49_K,0.8811944905516826
50_K,1.050264793160481
51_K,0.9910642946805628
52_K,0.9094995271622233
53_K,0.8584411203616207
54_K,0.995253710120653
55_K,0.8634096101852039
56_K,0.9569183712356548
57_K,0.9021765380965314
58_K,1.0065322708859241
59_K,0.8580904034920507
60_K,0.9032920425548718
61_K,0.9358175660857002
62_K,1.0229166110240442
63_K,0.9863389747958691
64_K,0.8982364916048242
65_K,1.0913618814046606
66_K,1.042761644375461
67_K,1.0209465594422882
68_K,0.9461015055926154
69_K,0.94905414723769
70_K,1.2922917091849677
71_K,0.8553235693856481
72_K,0.8789161910062533
73_K,1.0127332971868637
74_K,0.9640237893155541
75_K,0.8859515348963276
76_K,0.9934464504641051
77_K,0.8771348208799112
78_K,1.0062936113094578
79_K,0.92530187612122
80_K,0.9000652244142928
81_K,0.9314945095239199
82_K,0.7803402150064476
83_K,0.8569268131597045
84_K,0.8272255540472621
85_K,0.9088967910817732
86_K,1.004070358177048
87_K,0.9187929403536563
88_K,1.0149842000821256
89_K,0.9846845913917558
90_K,0.8924722445838333
91_K,0.8941163711033232
92_K,0.9357535011398144
93_K,0.9316114337753528
94_K,1.0304341382917044
95_K,0.8686044134519804
96_K,0.9456640525345803
97_K,0.900520199629695
98_K,0.9472892518479209
99_K,0.8516376092565494
100_K,1.0929030445622725
101_K,0.962616753276852
102_K,0.9432247505717966
103_K,0.8995619198521162
104_K,0.8257136633455726
105_K,0.9494407683730453
106_K,0.9417896331342157
107_K,0.9642385460578101
108_K,0.8788243858547398
109_K,0.9120461189473703
110_K,0.9260427263991672
111_K,1.1196749545723128
112_K,1.0951069682664873
113_K,0.9814198728354627
114_K,1.2044827699185496
115_K,1.0086271107554414
116_K,0.9797281803807165
117_K,0.9064120344468144
118_K,0.9541474460987952
119_K,1.1993161093406046
120_K,0.9199955136814736
121_K,0.9179484946433392
122_K,0.9595596077911912
123_K,0.8694427021169978
124_K,0.9824715160309629
125_K,0.9112476754974839
126_K,1.0023559787080607
127_K,1.0121623447614154
128_K,0.9194916623837929
129_K,1.065728407565386
130_K,0.9236957654878267
131_K,0.9503072453780961
132_K,0.8842395989781059
133_K,1.1205901798763989
134_K,0.9570023502221133
135_K,1.1540146004975114
136_K,1.0803854471157064
137_K,1.0338939654446337
138_K,1.0634912717441634
139_K,0.9052531913768964
140_K,0.8808210256345603
141_K,1.0081329811358684
142_K,1.0202743037276623
143_K,1.0333581740200461
144_K,0.8989367860775581
145_K,1.5002832020503911
146_K,0.9428308580184893
147_K,0.860518984990691
148_K,0.8926742229424968
149_K,0.9799968362877932
150_K,0.987610390762356
151_K,0.9924238818027251
152_K,0.8656898307018034
153_K,1.055916670409608
154_K,0.9343057799017951
155_K,0.8729617925187693
156_K,0.9034090277237263
157_K,0.9645486010478029
158_K,1.0393594696081339
159_K,0.8629585033714705
160_K,1.0035024899945575
161_K,1.0095764005600052
162_K,0.8759196156391376
163_K,0.914849835192312
164_K,1.0623393313491016
165_K,0.9209081795986852
166_K,0.8943535270884276
167_K,0.975714999568535
168_K,0.8943833521424
169_K,0.9315085315256526
170_K,0.9631939360765899
171_K,0.9866360733801363
172_K,0.9823985252169288
173_K,0.9842288594051514
174_K,1.0699119141515119
175_K,0.9530810690595133
176_K,0.927051116326065
177_K,0.9811780117928909
178_K,0.8901999310590666
179_K,0.85435200806986
180_K,1.0091539791164081
181_K,0.8639727617569375
182_K,1.027230838375984
183_K,1.0235079148205808
184_K,0.9568559119759478
185_K,0.9052588724365067
186_K,1.0128873037973338
187_K,0.8500412146831657
188_K,0.9157976592017795
189_K,1.0778483385106326
190_K,1.0552071821734519
191_K,0.943455086958291
192_K,0.937117762007105
193_K,0.9852887099443557
194_K,0.9708537575160655
195_K,0.876029409556742
196_K,1.015598902004816
197_K,1.043123679268204
198_K,0.8640124208682792
199_K,1.0079749984625714
200_K,0.9333592757006776
201_K,0.9408977333183173
202_K,0.9393911173293614
203_K,0.9438818373593159
204_K,1.1812036122600402
205_K,1.0955180129742907
206_K,0.941982616026798
207_K,0.9554623350299275
208_K,1.1140146079436855
209_K,0.9097181389404765
210_K,1.1281819634630263
211_K,0.9472953873218688
212_K,1.0443645493190563
213_K,0.8815972659356864
214_K,0.958979162192829
215_K,0.8669464828832826
216_K,0.9724434794876394
217_K,0.9465418606832602
218_K,1.1200500574537482
219_K,0.9525333321019233
220_K,1.0919253003971348
221_K,1.0584175484697256
222_K,0.8829385530912548
223_K,0.939007573392804
224_K,0.9576498964093689
225_K,0.8791293821690584
226_K,1.175721290390683
227_K,0.8811958330948184
228_K,0.9857481764215316
229_K,0.9378255578842629
230_K,1.025485924327695
231_K,0.9499005157347205
232_K,0.9572018585205891
233_K,0.8415868143262325
234_K,0.9119207523043564
235_K,1.0104585833161692
236_K,1.0647312274895524
237_K,0.9895857700004621
238_K,1.1472490900709686
239_K,0.921169639447544
240_K,0.9192212274331492
241_K,0.9760638801070298
242_K,1.060517690111904
243_K,1.0101136639895507
244_K,0.9277369827404622
245_K,0.848135213993716
246_K,1.0264489411273021
247_K,1.0551855229518978
248_K,1.0356121862480594
249_K,1.0607403428883373
250_K,0.964392860790859
251_K,0.9965522743473997
252_K,1.012699980716015
253_K,0.7873090274603666
254_K,0.9357916798915807
255_K,0.8984498097519604
256_K,0.9070724257531996
257_K,0.8762779312702453
258_K,0.9033631166556635
259_K,0.917474182676611
260_K,0.9087095455040322
261_K,1.0394429513458194
262_K,1.001349810286959
263_K,0.9212662344863952
264_K,0.9078419642495282
265_K,0.9368392111698194
266_K,0.8633311232821863
267_K,0.8726820290412804
268_K,0.8962107044156408
269_K,1.0380048242181712
270_K,0.8767594885865988
271_K,0.9272450880743479
272_K,0.8708744332904775
273_K,0.878391937760253
274_K,0.928585419749931
275_K,1.313623927814151
276_K,0.8510084388399097
277_K,1.0045151324789967
278_K,0.9971272911357651
279_K,0.9094512252302648
280_K,0.9665258015294114
281_K,1.0519324495298945
282_K,0.9773868503301919
283_K,0.9901153704200547
284_K,0.9549440060275441
285_K,0.9575779310084988
286_K,0.9485884317368793
287_K,0.901529369561422
288_K,0.9832531546443721
289_K,0.9535172888226353
290_K,0.9485921626098823
291_K,1.0044112463710855
292_K,0.932040932653807
293_K,0.9276756655945494
294_K,0.9848540994038739
295_K,1.0430416896912944
296_K,0.9351578278117417
297_K,0.9266793414885481
298_K,0.9509131106563729
299_K,0.9076605349508571
300_K,0.9618746272328205
301_K,1.035054591024584
302_K,0.9654351754736494
303_K,0.958647358069913
