sample_index,Target
0_K,0.9773623589044429
1_K,0.9923428744641843
2_K,0.9407637895066226
3_K,1.1111377117723433
4_K,0.9044246006267515
5_K,0.9831110332459064
6_K,0.9660748917356661
7_K,0.9214381146805056
8_K,1.0721578172707826
9_K,1.0264610501853635
10_K,0.9144054773243521
11_K,0.9209847704384031
12_K,1.0709313128591937
13_K,1.3143646716034303
14_K,0.9417006645058873
15_K,0.9134701816025512
16_K,1.2119456514000997
17_K,0.9520594789429474
18_K,0.8810562637604663
19_K,1.0428807553593842
20_K,0.9553576702686299
21_K,1.1300554722504081
22_K,0.9457805473171039
23_K,0.9418360779116851
24_K,0.931057907906159
25_K,0.9782593832495868
26_K,0.9245424489888691
27_K,0.9007299572465269
28_K,0.978502649527061
29_K,1.1139315187620764
30_K,0.9498387548985852
31_K,1.1377537332467085
32_K,1.0893437161028663
33_K,0.975525203934966
34_K,1.0509232635069932
35_K,1.0630985450063535
36_K,0.9474226846244133
37_K,1.1613439192689663
38_K,0.8762897006095678
39_K,0.8578005433867152
40_K,0.9150222656500607
41_K,1.0695053880302827
42_K,1.0065397445122546
43_K,1.0777770928183095
44_K,0.9618832252683268
45_K,0.9627609996602368
46_K,0.8300006206477653
47_K,1.0626094859823727
48_K,1.0252383862076215
49_K,0.9081882687579202
50_K,1.0762071089916347
51_K,1.0430528828802264
52_K,0.9168302940275923
53_K,1.0069966182005061
54_K,0.9989989891119145
55_K,0.8702986564139407
56_K,0.9759654350703947
57_K,0.958321949698971
58_K,0.925155472731533
59_K,0.9441500718571413
60_K,0.8882493367219112
61_K,0.8707864922437686
62_K,1.0547588490133533
63_K,0.9091267820054937
64_K,0.89029452694603
65_K,1.0757671421585797
66_K,1.0709782300592083
67_K,1.002054726921994
68_K,1.0314469914504905
69_K,0.9340276925633215
70_K,1.3363671810688946
71_K,0.9962711627964959
72_K,0.8831139710025897
73_K,0.9415043809571046
74_K,0.9263294966279066
75_K,0.9511894802560892
76_K,1.0367956531765024
77_K,0.8382909465004232
78_K,1.0115693560016463
79_K,1.0750897207552559
80_K,0.918718448433405
81_K,0.9048105943722756
82_K,0.9128049774282433
83_K,0.8560036769798973
84_K,0.8684994807773274
85_K,0.9453962063535349
86_K,1.0265181431557617
87_K,0.7813205007923144
88_K,0.9334974526785126
89_K,0.883271318879606
90_K,0.8987936712077429
91_K,0.9162369015033137
92_K,0.9402539411924333
93_K,0.9077367303749513
94_K,1.0638202631544347
95_K,0.9438941182479459
96_K,1.0452552823249899
97_K,1.0133682624508569
98_K,0.8491564126599306
99_K,0.9880018111502825
100_K,1.1137303722042031
101_K,0.8648089667516431
102_K,0.9702067011999878
103_K,0.9256767390804025
104_K,0.8574511004562977
105_K,0.8738655675476646
106_K,0.8906809550957712
107_K,0.9341490689077095
108_K,0.9552639019123094
109_K,0.8774730793013886
110_K,1.045215657824175
111_K,1.0436151736203485
112_K,1.1952015227872026
113_K,0.8899334134869237
114_K,1.0508493946506028
115_K,0.9772885447437228
116_K,1.0175784031914121
117_K,0.9173485919582507
118_K,0.9555526851228056
119_K,1.0379558854784956
120_K,0.9529220275131551
121_K,0.9448812610515389
122_K,0.9129423994005014
123_K,0.9285691985438058
124_K,0.8967369230352005
125_K,0.9598053938126379
126_K,1.057574682461807
127_K,1.008852038275173
128_K,0.9970382019112787
129_K,1.0719850471247847
130_K,1.0427827044881008
131_K,0.8904036947189277
132_K,0.9006512213218071
133_K,1.0334225765689666
134_K,0.9353882972622454
135_K,1.138558645305412
136_K,0.9871705105147671
137_K,1.1106345852731736
138_K,1.0103378083601031
139_K,0.9443076201652167
140_K,0.9102567387953774
141_K,0.9850271048953413
142_K,0.9359983183819306
143_K,1.0154732098232677
144_K,0.8354594388939777
145_K,1.3898199976436263
146_K,0.9580431860191256
147_K,0.8906098261658412
148_K,0.9358671295177989
149_K,1.093117211197471
150_K,0.9018450568317369
151_K,0.9255627566326049
152_K,0.868803763223655
153_K,1.0531831420969187
154_K,1.129316826557448
155_K,1.0507351081850116
156_K,0.9268481173130607
157_K,0.9923009590421783
158_K,1.2950226996666254
159_K,0.8828286020479172
160_K,1.0489989292609416
161_K,0.909470976825177
162_K,0.9386465463776414
163_K,0.9293495035962118
164_K,0.9669743374055797
165_K,0.9921912990573748
166_K,0.9074771282103414
167_K,0.8893936321749052
168_K,0.9679213634313892
169_K,0.9140397922788983
170_K,0.8791452170759738
171_K,0.9345845846493315
172_K,0.9517139999154185
173_K,0.9280532622587082
174_K,0.974661675898303
175_K,0.9197573249022437
176_K,0.9889675762956782
177_K,1.0262000012793207
178_K,0.9741159897552927
179_K,0.8815760956696901
180_K,0.9853489966384507
181_K,0.8866143290072306
182_K,1.0751303770709288
183_K,0.9804468941775648
184_K,1.0723332829644894
185_K,0.9264799113776336
186_K,0.9251789025354611
187_K,0.8656096723951228
188_K,0.9248634199407586
189_K,1.0436845238218324
190_K,0.9538487083898834
191_K,0.80586890684537
192_K,0.9494724484885908
193_K,1.0053080583324425
194_K,0.9351772754191281
195_K,0.7673320796794619
196_K,0.9706101743587014
